	Sulfur transfer pathway CsdAEL	Sulfate assimilation related cluster	Stress proteins YciF, YciE	Two partner secretion pathway (TPS)	Type 4 conjugative transfer system, IncI1 type	Type III secretion systems	Siderophore Pyoverdine	Trans-envelope signaling system VreARI in Pseudomonas	L-2-amino-4-methoxy-trans-3-butenoic acid synthesis	Extracellular matrix proteins (PEL) involved in glucose-rich biofilm formation in Pseudomonas	Extracellular matrix proteins (PSL) involved in mannose-rich biofilm formation in Pseudomonas	IbrA and IbrB: co-activators of prophage gene expression	Rhamnolipids in Pseudomonas	Respiratory Systems - Shewanella (updated)	Phenazine biosynthesis	Periplasmic nitrate reductase EC 1.7.99.4	Outer membrane porins in Pseudomonas and Acinetobacter	Mycobacterial gene cluster associated with resistance against FAS-II antibiotics	Mycobacterial FadE proteins Acyl-CoA dehydrogenase	Mycobacterial FadD proteins (fatty acid CoA- and AMP- ligases)	MexXY System of Pseudomonas aeruginosa	Heme and heme d1 biosynthesis from siroheme	Malonate decarboxylase	Salmochelin-mediated Iron Acquisition	Potential DNA repair cluster	Type III secretion system	Cholera toxin	Beta-lactamases Ambler class D	Pseudomonadaceae	Cytochrome c oxidase EC 1.9.3.1	ABC-type iron transport system	Aestuariirhabdaceae	Geothermobacteraceae	CMP-pseudaminic acid synthesis	Biogenesis of cbb3-type cytochrome c oxidases	Adenylylsulfate reductase	Coenzyme PQQ synthesis	Marinobacteraceae	Colwelliaceae	Acyclic terpene utilization	Pseudomonas Culture	N12M_Pseudomonas aeruginosa	N12M_mucoid	N12M_non_mucoid
778851_20170918_S	29.7287048641955	2.97287048641955	0.0	292.827742912326	1.48643524320977	0.0	0.247739207201629	2.97287048641955	0.0	1.48643524320977	0.0	1.48643524320977	0.0	66.5179771336374	0.0	60.2006273499959	6.68895859444399	0.0	136.008824753694	8.91861145925865	0.0	1.7341744504114	223.460764895869	1.48643524320977	182.336056500399	0.0	0.0	0.0	1504.4500495252769	41.3724476026721	8.17539383765376	0.0	0.0	0.0	45.8317533323014	2.97287048641955	0.371608810802444	21.047849930714875	1.2565880555650673	6.68895859444399	0.0	0.0	0.0	0.0
778851_20171204_S	204.887286485481	18.8093246609622	0.0	1942.39865204186	1.34352319006873	0.0	0.0	0.0	0.0	0.671761595034363	0.0	3.35880797517181	0.0	394.49199668393	0.0	322.109684818977	0.671761595034363	0.0	124.947656676392	17.2978610721348	0.167940398758591	0.447841063356242	289.641207725649	2.68704638013745	177.680941886589	0.0	0.0	0.0	1511.5890214166384	138.718769374596	32.5804373591666	0.0	0.0	1.34352319006873	153.665464864111	18.8093246609622	3.02292717765463	116.63951229919364	5.610508186543492	8.06113914041235	0.0	0.0	0.0	0.0
778851_20180212_S	152.119932928509	4.08924550883088	0.0	265.800958074007	2.45354730529853	0.817849101766175	0.0	0.0	0.0	0.0	0.0	1.63569820353235	0.0	276.024071846084	0.0	222.046031129517	0.0	0.0	80.1492119730852	1.63569820353235	0.0	0.0	218.774634722452	1.63569820353235	219.183559273335	0.0	0.0	0.0	2641.9696061925624	67.3362427120818	15.5391329335573	0.0	0.0	0.0	67.3362427120818	4.08924550883088	0.817849101766175	88.1400333147012	0.0	3.2713964070647	0.0	0.0	0.0	0.0
785991_20171129_S	0.0	0.0	0.96994590960381	159.071129175025	0.0	0.0	0.0	18.4289722824724	0.0	0.0	0.0	0.0	0.0	8.24454023163238	0.0	8.24454023163238	13.5792427344533	0.0	0.0	0.0	0.0	0.0	327.033429188085	0.0	180.086623883107	0.0	0.0	0.0	1478.7640603550074	3.7181259868146	0.0	0.0	0.0	1.93989181920762	3.2331530320127	0.0	0.0	17.59481304911312	0.7997642295051418	0.96994590960381	0.0	0.0	0.0	0.0
785991_20171206_S	1.59851502521343	0.0	1.59851502521343	230.186163630733	0.0	0.0	0.0	27.974012941235	0.0	0.0	0.0	0.0	0.0	6.79368885715706	0.0	6.79368885715706	6.39406010085371	0.0	0.0	0.0	0.0	0.0	311.044381989446	0.0	160.917179204818	0.0	0.0	0.0	1693.2254648043215	4.79554507564028	0.0	0.0	0.0	0.0	3.99628756303357	0.0	0.0	13.130744100052429	0.6405241024415818	0.0	0.0	0.0	0.0	0.0
785991_20171213_S	1.12269261357209	0.0	0.0	290.216040608386	1.12269261357209	0.561346306786047	0.0	1.12269261357209	0.0	0.0	0.0	0.0	0.0	49.9598213039582	0.0	49.3984749971721	16.2790428967954	0.0	0.0	0.0	0.0	0.0	236.046122003533	0.0	222.854483794061	0.561346306786047	0.0	0.0	1887.0158078508975	2.24538522714419	0.0	0.0	0.0	0.0	2.24538522714419	0.0	0.561346306786047	18.921099500240395	0.2425781987210307	0.0	0.0	0.0	0.0	0.0
785991_20180215_S	11.953890400865	0.0	31.8770410689733	77.7002876056224	0.996157533405415	0.0	0.0	264.97790388584	0.0	0.0	0.0	0.0	0.0	3.98463013362166	0.0	3.98463013362166	143.44668481038	0.0	2.98847260021625	0.0	0.0	0.0	324.581329634598	0.996157533405415	141.122317232434	0.0	0.0	0.0	4060.611016526352	27.2283059130813	0.0	0.0	0.0	3.98463013362166	11.2897853785947	0.0	0.0	5.053368161759233	1.837588422457903	2.98847260021625	0.0	0.0	0.0	0.0
785991_20180321_S	0.339805213538344	0.339805213538344	0.0	173.640464118094	0.0	1.01941564061503	0.0	0.679610427076688	0.0	0.0	0.679610427076688	0.0	2.03883128123006	69.150360955053	0.0	69.150360955053	13.2524033279954	0.0	9.51454597907363	0.0	0.339805213538344	0.0	245.962340399505	0.0	274.336075729956	1.01941564061503	0.0	0.0	1370.6437403677849	0.226536809025563	2.37863649476841	0.0	0.0	0.0	0.226536809025563	0.0	0.0	6.870394688560324	0.7807266691545823	4.75727298953682	0.0	0.0	0.0	0.0
788707_20171213_S	0.0	0.0	35.4989555700142	70.9979111400283	0.0	0.0	0.0	141.995822280057	0.0	0.0	0.0	0.0	0.0	35.4989555700142	0.0	106.496866710042	35.4989555700142	0.0	0.0	0.0	0.0	0.0	609.398737285243	0.0	402.321496460161	0.0	0.0	0.0	4174.926413167537	47.3319407600189	0.0	0.0	0.0	0.0	47.3319407600189	0.0	0.0	0.0	0.0	70.9979111400283	0.0	1.0	0.0	1.0
788707_20180129_S	34.4758478124524	0.0	0.0	13.790339124981	7.75706575780179	1.72379239062262	0.0	0.0	0.0	1.72379239062262	0.0	0.0	0.0	93.5157371912771	0.0	76.7087613827066	1.72379239062262	0.0	45.6804983514994	0.0	0.430948097655655	0.574597463540873	231.993725904628	0.0	520.872600699802	1.72379239062262	0.0	0.0	2287.6317067075606	1.5801430247374	0.0	0.0	0.0	1.72379239062262	0.718246829426091	0.0	0.0	25.68723443527899	1.8348024596627852	10.3427543437357	0.0	1.0	0.0	1.0
788707_20180301_S	4.37555665284791	0.0	0.0	78.7600197512625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.318901507751	0.0	45.9433448549031	0.0	0.0	26.2533399170875	0.0	0.0	0.0	239.197097022353	0.0	198.358568262439	0.0	0.0	0.0	1289.6425693565095	13.1266699585437	0.0	0.0	0.0	0.0	8.75111330569583	0.0	0.0	3.5973293426959825	0.0	0.0	0.0	1.0	0.0	1.0
788707_20180308_S	2.75212040720741	1.37606020360371	5.50424081441482	5.50424081441482	0.0	5.50424081441482	0.0	5.50424081441482	0.0	11.0084816288296	5.50424081441482	0.0	0.0	11.6965117306315	0.0	6.88030101801853	13.7606020360371	0.0	0.0	4.12818061081112	0.0	0.0	821.966628285947	0.0	360.069086609636	2.75212040720741	0.0	2.75212040720741	1802.1374789258743	19.2648428504519	2.75212040720741	0.0	0.0	0.0	19.2648428504519	1.37606020360371	0.0	7.993103795986477	1.229708276305612	8.25636122162224	0.0	1.0	0.0	1.0
788707_20180313_S	0.0	0.0	0.0	70.6929149335134	0.0	0.0	0.0	0.0	0.0	1.30912805432432	0.0	2.61825610864864	0.0	3.2728201358108	0.0	3.2728201358108	44.5103538470269	0.0	0.0	0.0	0.0	0.872752036216214	370.919615391891	0.0	713.474789606755	0.0	0.0	0.0	2208.176777985904	0.872752036216214	0.0	0.0	0.0	0.0	0.872752036216214	0.0	0.0	3.870114533275245	0.5528735047536064	0.0	0.0	1.0	0.0	1.0
788707_20181116_S	50.7922708221765	0.0	0.0	72.5603868888236	0.0	0.0	3.10973086666387	6.21946173332773	0.0	0.0	0.0	12.4389234666555	2.07315391110924	89.1456181776975	1.03657695555462	67.3775021110504	16.585231288874	0.0	27.9875777999748	0.0	0.0	1.38210260740616	296.633772114548	2.07315391110924	195.221993296121	0.0	2.07315391110924	0.0	3312.8040565997853	9.50195542591737	10.3657695555462	0.0	0.0	3.10973086666387	10.0202439036947	0.0	1.03657695555462	30.325252113118705	2.756841101192609	6.21946173332773	1.0	1.0	0.0	1.0
788707_20181129_S	15.1823827101292	0.0	0.0	106.276678970904	0.0	7.59119135506461	0.0	0.0	0.0	0.0	15.1823827101292	0.0	0.0	7.59119135506461	0.0	0.0	22.7735740651938	0.0	30.3647654202584	0.0	3.7955956775323	10.1215884734195	576.93054298491	0.0	161.945415574712	7.59119135506461	0.0	0.0	2588.3257583039253	15.1823827101292	0.0	0.0	0.0	0.0	0.0	0.0	3.7955956775323	0.0	0.0	0.0	0.0	0.0	0.0	0.0
802187_20180321_S	61.9767774840883	0.0	0.0	2541.04787684762	0.0	0.774709718551103	1.67853772352739	0.0	0.0	0.0	0.0	22.8539366972575	0.0	160.752266599354	0.193677429637776	140.22245905775	2.71148401492886	1.16206457782665	196.388913652705	0.774709718551103	0.387354859275552	4.90649488415699	201.166290250436	1.16206457782665	258.882164282494	0.774709718551103	0.0	1.54941943710221	1285.554190616878	93.4170802286205	8.13445204478658	0.0	0.5083921133470385	6.19767774840883	95.9348868139116	0.0	0.581032288913327	33.72334351868689	2.7114246045175383	3.48619373347996	0.0	0.0	0.0	0.0
802971_20180605_S	15.7362010236736	0.0	0.0	90.4831558861234	0.0	7.86810051183682	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.5383517914289	0.0	7.86810051183682	7.86810051183682	0.0	0.0	0.0	0.0	2.62270017061227	182.277661857553	0.0	313.412670388167	7.86810051183682	0.0	0.0	1112.947427878078	70.8129046065314	0.0	1.3946709622532305	0.0	15.7362010236736	62.9448040946945	0.0	0.0	11.157367698025842	0.0	15.7362010236736	1.0	1.0		
810653_20180115_S	244.559194021951	0.0	0.0	71.5377234213869	3.88189196860239	0.0	6.46981994767065	1.10911199102925	0.0	0.0	0.0	0.554555995514627	0.0	430.612730517108	0.554555995514627	336.892767275136	2.21822398205851	0.554555995514627	65.9921634662406	0.0	0.0	3.51218797159264	250.382031974854	0.0	310.181653491181	0.0	0.0	0.0	2506.068512154748	93.0729812472049	28.282355771246	0.0	0.0	6.1001159506609	94.1820932382342	0.0	2.21822398205851	106.82717935943508	4.612991835975606	0.0	0.0			
825012_20171123_S	32.3038825023122	2.80903326107063	0.0	388.348848343014	0.0	0.0	0.936344420356876	2.10677494580297	0.0	0.0	0.0	0.0	0.0	53.3716319603419	0.0	44.94453217713	0.0	0.0	49.158082068736	0.0	0.0	1.63860273562453	295.767793780228	0.0	581.001712831442	0.0	0.0	0.0	3124.216553358776	14.396295462987	3.51129157633828	0.0	0.0	5.61806652214125	16.5030704087899	2.80903326107063	0.0	17.884939594400947	2.196396090540467	0.0	0.0			
825012_20171129_S	25.3439268936326	0.0	0.0	101.37570757453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0317806808978	0.0	38.0158903404489	0.0	25.3439268936326	25.3439268936326	25.3439268936326	12.6719634468163	0.0	0.0	8.44797563121086	310.463104446999	0.0	1237.62842997239	0.0	0.0	0.0	3247.373447946514	8.44797563121086	0.0	0.0	0.0	25.3439268936326	8.44797563121086	0.0	0.0	16.85487948761166	0.0	0.0	0.0			
825012_20171206_S	2.86058065237566	0.0	0.0	131.58671000928	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.21815323392262	0.0	3.21815323392262	2.14543548928174	0.0	1.43029032618783	0.0	0.0	0.47676344206261	240.646347381102	0.0	127.295839030717	0.0	0.0	0.0	1739.2445876738404	0.834336023609567	4.29087097856349	0.0	0.0	0.0	0.47676344206261	0.0	0.0	3.522034327027291	1.921109632923977	2.14543548928174	0.0			
825012_20181113_S	0.0	15.9996397795387	0.0	1167.97370390632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.9981988976935	0.0	47.9989193386161	0.0	47.9989193386161	31.9992795590774	0.0	0.0	0.0	0.0	0.0	317.326188960851	0.0	293.326729291543	0.0	0.0	0.0	2012.0169781158704	0.0	0.0	0.0	0.0	0.0	0.0	15.9996397795387	0.0	0.0	0.0	15.9996397795387	0.0			
825012_20181120_S	0.0	23.3412641762057	0.0	46.6825283524114	0.0	0.0	0.0	46.6825283524114	0.0	0.0	35.0118962643085	0.0	23.3412641762057	5.83531604405142	11.6706320881028	5.83531604405142	23.3412641762057	0.0	0.0	0.0	23.3412641762057	0.0	266.479432678348	0.0	194.510534801714	0.0	0.0	0.0	7025.968879925718	15.5608427841371	23.3412641762057	0.0	0.0	0.0	15.5608427841371	0.0	11.6706320881028	0.0	0.0	0.0	0.0			
825012_20181126_S	0.0	0.0	0.0	97.760236502628	0.0	0.0	0.0	0.0	0.0	27.931496143608	0.0	0.0	0.0	13.965748071804	0.0	13.965748071804	0.0	0.0	0.0	0.0	0.0	0.0	193.192848326622	0.0	400.351444725048	0.0	0.0	0.0	4049.211503382968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
848255_20190228_S	112.496563818081	0.0	0.0	194.015812961618	4.34769328765532	0.0	0.0	0.0	0.0	0.0	0.0	1.63038498287074	0.0	187.222542199657	0.0	158.147343338462	0.0	0.0	147.821571780281	0.543461660956914	0.0	0.543461660956914	221.732357670421	0.0	260.499289485348	0.0	0.0	0.0	2673.5476594445186	24.6369286300468	11.4126948800952	0.0	0.0	0.0	25.1803902910037	0.0	0.543461660956914	56.832096035997886	1.2195728763089675	3.26076996574149	0.0			
875028_20180115_S	205.753856589922	0.535817334869589	0.0	33.2206747619145	1.60745200460877	0.0	8.75168313620328	1.07163466973918	0.0	1.07163466973918	0.0	0.0	0.0	335.421651628363	0.0	274.606384120664	0.535817334869589	0.0	43.9370214593063	0.0	0.0	3.21490400921753	252.369964723576	0.0	290.412995499317	0.0	0.0	0.0	1761.369610421886	67.6915899718581	25.7192320737403	0.0	0.0	2.14326933947836	70.9064939810756	0.0	0.0	82.76786156521196	2.8241002633799352	0.0	0.0	1.0		
877469_20190115_S	0.0	0.0	13.6980756910655	0.0	27.396151382131	41.0942270731964	0.0	27.396151382131	13.6980756910655	54.7923027642619	82.1884541463929	82.1884541463929	0.0	27.396151382131	0.0	27.396151382131	136.980756910655	27.396151382131	0.0	13.6980756910655	13.6980756910655	0.0	244.282349824001	0.0	191.773059674917	13.6980756910655	0.0	0.0	10568.246484025687	95.8865298374583	0.0	0.0	0.0	27.396151382131	68.4903784553274	0.0	0.0	20.323550930818637	13.549033953879087	82.1884541463929	0.0	0.0	0.0	0.0
892355_20180123_S	0.0	33.2198112197223	0.0	11.0732704065741	0.0	13.8415880082176	18.4554506776235	22.1465408131482	0.0	0.0	0.0	0.0	0.0	16.6099056098611	0.0	5.53663520328705	22.1465408131482	0.0	16.6099056098611	0.0	5.53663520328705	0.0	32.2970386858411	0.0	36.910901355247	13.8415880082176	0.0	0.0	5960.42016834472	3.6910901355247	5.53663520328705	0.0	0.0	0.0	3.6910901355247	0.0	0.0	3.302171838418128	0.0	49.8297168295834	0.0	0.0	0.0	0.0
895293_20180502_S	38.7573339983209	85.5497250450741	0.0	732.608142651187	37.8120331690935	101.147188727325	52.6217461603218	373.393827544799	14.1795124384101	135.178018579509	96.4206845811885	26.4684232183655	68.0616597043684	49.1556431198216	50.1009439490489	50.1009439490489	263.738931354427	28.3590248768202	31.1949273645022	15.1248132676374	18.9060165845468	3.78120331690935	265.629533012882	12.2889107799554	261.218129143155	93.5847820935065	49.1556431198216	19.8513174137741	16982.53287675175	122.41645738494	23.6325207306835	1.5347280174191629	1.918410021773954	98.3112862396432	112.01814826344	34.5034802667979	34.5034802667979	17.265690195965583	1.918410021773954	118.162603653417	1.0	1.0		
896213_20180427_S	127.004043163634	21.1673405272724	0.0	127.004043163634	0.0	21.1673405272724	0.0	127.004043163634	0.0	105.836702636362	84.6693621090894	0.0	0.0	105.836702636362	0.0	63.5020215818171	63.5020215818171	42.3346810545447	42.3346810545447	0.0	21.1673405272724	0.0	201.089735009087	0.0	225.784965624239	21.1673405272724	0.0	0.0	6631.723608936049	88.1972521969682	0.0	0.0	0.0	0.0	88.1972521969682	21.1673405272724	21.1673405272724	31.96011377800505	15.980056889002524	190.506064745451	0.0			
913873_20180417_S	96.7283812931453	48.3641906465726	0.0	0.0	0.0	0.0	16.1213968821909	96.7283812931453	0.0	0.0	48.3641906465726	290.185143879436	0.0	145.092571939718	0.0	48.3641906465726	0.0	0.0	0.0	0.0	0.0	0.0	161.213968821909	0.0	257.942350115054	0.0	0.0	0.0	6587.391468478671	225.699556350672	0.0	0.0	0.0	0.0	177.3353657041	48.3641906465726	0.0	75.50018875047188	0.0	290.185143879436	0.0			
980574_20180403_S	16.8618748605742	23.1850779332895	11.5925389666448	94.8480460907299	1.05386717878589	40.5738863832567	20.7260545161225	82.2016399452992	6.32320307271533	50.5856245817226	43.2085543302214	20.0234763969319	10.5386717878589	39.5200192044708	18.442675628753	38.4661520256849	86.4171086604428	4.21546871514355	57.9626948332238	3.16160153635766	4.74240230453649	2.81031247676237	250.117810431851	7.37707025150122	224.122420021799	36.3584176681131	6.32320307271533	2.10773435757178	5529.96757693612	27.5761911782307	6.32320307271533	0.0	0.0	0.0	26.5223239994448	6.32320307271533	16.3349412711813	10.897776243370885	1.307733149204506	26.3466794696472	1.0	1.0		
983493_20180123_S	549.674204297515	500.59615034238	65.4374052735137	3494.35744160563	235.574658984649	1845.33482871309	501.686773763605	5182.64249766229	114.515459228649	1426.5354349626	817.967565918921	484.236799024001	372.993210059028	906.308063038165	598.75225825265	932.48302514757	2885.78957256195	268.293361621406	235.574658984649	183.224734765838	301.012064258163	58.8936647461623	714.358340902525	157.049772656433	2935.95824993832	1563.95398603698	215.943437402595	85.0686268555678	172455.53019044263	2078.72824085529	353.361988476974	2.5535348583043507	7.6606045749130525	0.0	1892.23163582577	81.7967565918921	690.36462563557	135.33734749013058	30.64241829965221	1020.82352226681	1.0	1.0		
