	Rhamnolipids in Pseudomonas	Aestuariirhabdaceae	Colwelliaceae	Trans-envelope signaling system VreARI in Pseudomonas	mag_3096	Salmochelin-mediated Iron Acquisition	Biogenesis of cbb3-type cytochrome c oxidases	Marinobacteraceae	Siderophore Pyoverdine	Pseudomonadaceae	Sulfur transfer pathway CsdAEL	Two partner secretion pathway (TPS)	Beta-lactamases Ambler class D	Adenylylsulfate reductase	Type 4 conjugative transfer system, IncI1 type	Sulfate assimilation related cluster	ABC-type iron transport system	Acyclic terpene utilization	Stress proteins YciF, YciE	Type III secretion system	Type III secretion systems	mag_118	CMP-pseudaminic acid synthesis	Phenazine biosynthesis	Heme and heme d1 biosynthesis from siroheme	Geothermobacteraceae	Outer membrane porins in Pseudomonas and Acinetobacter	Potential DNA repair cluster	mag_2909	Extracellular matrix proteins (PSL) involved in mannose-rich biofilm formation in Pseudomonas	Cytochrome c oxidase EC 1.9.3.1	Proteasome bacterial	L-2-amino-4-methoxy-trans-3-butenoic acid synthesis	mag_457	mag_129	Cholera toxin	Extracellular matrix proteins (PEL) involved in glucose-rich biofilm formation in Pseudomonas	Malonate decarboxylase	mag_12	Mycobacterial FadD proteins (fatty acid CoA- and AMP- ligases)	Mycobacterial FadE proteins Acyl-CoA dehydrogenase	mag_167	Mycobacterial gene cluster associated with resistance against FAS-II antibiotics	Pseudomonas Culture	N12M_Pseudomonas aeruginosa	N12M_mucoid	N12M_non_mucoid
698917_20180119_S	0.0	0.0	0.0	176.706004438475	0.0	0.0	176.706004438475	38.4874434715674	88.3530022192375	11373.039545848167	0.0	176.706004438475	0.0	44.1765011096188	88.3530022192375	44.1765011096188	88.3530022192375	176.706004438475	0.0	0.0	0.0	5.47	88.3530022192375	44.1765011096188	0.0	0.0	132.529503328856	574.294514425044	0.0	0.0	176.706004438475	3799.17909542721	0.0	0.0	0.0	0.0	0.0	242.970756102903	2.136	0.0	0.0	2.038	44.1765011096188	0.0	1.0	0.0	0.0
698917_20180128_S	0.0	0.0	0.0	628.740867819586	0.0	0.0	288.172897750644	0.0	0.0	6464.793462442628	392.963042387241	785.926084774483	0.0	0.0	0.0	0.0	157.185216954897	0.0	0.0	235.777825432345	235.777825432345	0.0	0.0	0.0	26.1975361591494	0.0	0.0	157.185216954897	0.0	0.0	288.172897750644	3772.44520691752	0.0	0.0	0.0	0.0	0.0	170.283985034471	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
698917_20180329_S	0.0	0.0	0.0	597.036566357416	0.0	0.0	0.0	168.67673104495233	0.0	33060.639284810655	0.0	1194.07313271483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1492.59141589354	1791.10969907225	0.0	597.036566357416	0.0	3880.7376813232	0.0	0.0	0.0	0.0	0.0	348.271330375159	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
701099_20180504_S	0.0	0.0	0.0	0.0	0.0	0.0	13.8192208680501	2.215657720763981	3.22448486921169	894.0178903282663	8.29153252083006	78.7695589478856	0.0	0.0	0.0	0.0	0.0	2.76384417361002	0.0	0.0	0.0	0.0	2.76384417361002	1.38192208680501	1.84256278240668	0.0	5.52768834722004	269.014166231375	0.0	0.0	22.1107533888802	3467.93347683717	0.0	0.0	0.0	0.0	0.0	401.678686564656	0.0	0.0	142.337974940916	0.0	2.76384417361002	0.0			
701099_20180517_S	0.0	0.0	1.30686965837447	0.0	0.0	0.0	4.83634887777567	8.167935364840435	0.0	1044.8422918703886	0.0	96.4655532918499	0.0	0.0	0.0	0.0	1.5685455819813	23.5281837297195	0.0	0.0	0.0	0.0	1.5685455819813	0.0	0.0	0.0	11.7640918648597	214.106471940447	0.0	0.0	7.18916725074762	3582.16597284979	0.0	0.0	0.0	0.0	0.0	217.504987368074	0.0	0.0	0.0	0.0	0.0	0.0			
715927_20180205_S	0.0	0.0	0.7956554032361692	0.0	0.0	0.0	12.6837120556374	4.773932419417015	0.603986288363685	2192.428463617264	8.15381489290975	57.0767042503683	0.0	0.0	0.0	0.0	0.0	22.6494858136382	1.81195886509106	0.905979432545528	0.905979432545528	0.0	1.81195886509106	0.0	0.603986288363685	0.3978277016180846	2.71793829763658	220.153002108563	0.0	0.0	10.8717531905463	3685.52433159521	0.0	0.0	0.0	0.0	0.0	205.657331187835	0.0	0.0	96.9397992823715	0.0	0.905979432545528	0.0	0.0	0.0	0.0
715927_20180213_S	0.0	0.0	0.6101938372253022	0.0	0.0	0.0	3.51830165319061	0.6101938372253022	0.0	1002.5484745611714	1.45584895994094	98.997729275984	0.0	0.0	0.0	0.0	0.0	51.6826380779034	0.0	2.54773567989665	2.54773567989665	0.0	4.36754687982282	0.0	1.45584895994094	0.0	1.45584895994094	251.619228576459	0.0	0.0	4.24622613316108	4272.55273518668	0.0	0.0	0.0	1.45584895994094	0.0	128.721312208112	0.0	0.0	209.642250231495	0.0	1.45584895994094	1.0	0.0	0.0	0.0
717449_20180606_S	0.0	0.0	7.596388676823038	0.0	0.0	0.0	17.3381548265023	0.0	27.9336938871426	3353.805600817372	5.77938494216743	46.2350795373394	0.0	0.0	0.0	0.0	0.0	37.5660021240883	0.0	0.0	0.0	0.0	11.5587698843349	7.22423117770929	0.0	0.0	5.77938494216743	68.3893884823146	0.0	0.0	24.5623860042116	3733.48267264016	0.0	0.0	0.0	0.0	0.0	272.112707693716	0.0	11.5587698843349	135.815546140935	0.0	26.0072322397534	0.0			
720054_20170925_S	0.0	0.0	4.798071322961134	2.33881458786373	0.0	8.96545592014428	50.9341843579211	170.14699076039096	0.389802431310621	3539.684847912212	275.590318936609	69.3848327732905	0.0	4.28782674441683	1.55920972524248	4.28782674441683	56.9111549713507	4.67762917572745	0.0	0.19490121565531	0.19490121565531	0.0	1.55920972524248	0.0	0.779604862621242	0.0	4.67762917572745	435.149447486423	0.0	0.0	49.3749746326787	3416.61831043759	0.0	0.0	0.0	0.0	0.0	216.40531644928	0.0	0.0	174.241686795848	0.0	0.0	0.0	0.0	0.0	0.0
720054_20171120_S	2.26002418188207	0.0	4.660005964807636	6.78007254564622	0.0	2.26002418188207	139.744828579708	52.29562249395234	1.50668278792138	2853.994764224409	134.471438821983	82.4908826386957	0.0	2.26002418188207	4.52004836376415	2.26002418188207	18.0801934550566	3.39003627282311	0.0	1.13001209094104	1.13001209094104	0.0	2.26002418188207	0.0	1.13001209094104	0.0	2.26002418188207	601.166432380632	0.0	0.0	127.879701624827	3535.24282650903	0.0	0.0	0.0	0.0	0.0	255.382732552674	0.02212	0.0	152.55163227704	0.0	0.0	0.0	0.0	0.0	0.0
748160_20180321_S	0.0	0.0	0.0	0.0	0.0	0.0	5.05737666069798	0.0	6.74316888093064	783.7254061504585	2.52868833034899	166.893429803033	0.0	0.0	0.0	0.0	5.05737666069798	7.58606499104697	0.0	0.0	0.0	0.0	5.05737666069798	0.0	5.90027277081431	0.0	17.7008183124429	557.99722489701	0.0	0.0	3.79303249552348	2877.64731993715	0.0	0.0	0.0	0.0	0.0	88.5040915622146	0.2087	0.0	0.0	0.2055	5.05737666069798	1.0	1.0	0.0	0.0
748160_20180329_S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.619591911615209	0.0	616.567703767588	2.81879996759186	197.31599773143	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.81879996759186	0.0	0.0	11.2751998703675	616.377592913421	0.0	0.0	52.1477994004495	2916.04856647378	0.0	0.0	0.17505	0.0	0.0	85.9733990115518	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
748699_20180329_S	1.17704611103087	0.0	3.388998060971725	4.70818444412347	0.0	1.17704611103087	43.4526189322228	4.43176669511687	0.392348703676956	2512.8117161312657	14.1245533323704	191.269993042516	0.588523055515433	4.70818444412347	0.0	5.88523055515433	0.0	2.35409222206173	0.588523055515433	0.588523055515433	0.588523055515433	0.0	1.17704611103087	0.980871759192389	0.392348703676956	0.0	5.88523055515433	445.708127377022	0.0	0.0	43.4526189322228	3192.44331464347	0.0	0.0	0.009945	0.0	0.588523055515433	260.813800769256	0.1148	0.0	29.4261527757717	0.1233	0.0	0.0	1.0	1.0	0.0
748699_20180410_S	10.6718935229611	0.0	0.0	53.3594676148053	2.607	3.04911243513173	32.7779586776661	17.097456819057612	11.6882643346716	4044.863726693208	3.04911243513173	416.203847395481	3.04911243513173	5.33594676148053	4.5736686526976	20.5815089371392	6.09822487026347	91.473373053952	6.09822487026347	18.2946746107904	30.4911243513173	0.8926	0.0	9.1473373053952	0.0	1.315188986081355	64.0313611377664	253.076332115934	0.3077	6.09822487026347	35.8270711127979	3716.1057803168	4.5736686526976	1.771	0.1326	0.0	13.7210059580928	130.603649304809	1.271	4.5736686526976	3.04911243513173	0.5239	7.62278108782933	0.0	1.0	1.0	0.0
748699_20190101_S	0.0	0.0	0.0	5.4195547678333	0.0	0.0	17.6135529954582	4.633684103219947	0.0	2608.76415011283	0.0	70.4542119818329	0.0	0.0	0.0	0.0	0.0	5.4195547678333	0.0	2.70977738391665	2.70977738391665	0.0	5.4195547678333	0.0	1.80651825594443	0.0	16.2586643034999	222.201745481165	0.0	0.0	14.9037756115416	3323.54196137377	0.0	0.0	0.0	0.0	0.0	207.74959943361	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
748699_20190109_S	0.0	0.0	2.466979479664688	0.0	0.0	0.0	2.13299628470899	0.9867917918658752	0.0	3922.4973726668554	2.13299628470899	6.39898885412697	0.0	0.0	0.0	0.0	1.0664981423545	1.0664981423545	0.0	1.0664981423545	1.0664981423545	0.0	0.0	0.0	0.710998761569663	0.0	14.9309739929629	79.9873606765871	0.0	0.0	2.13299628470899	3090.71161654333	0.0	0.0	0.0	0.0	1.0664981423545	221.831613609735	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
748699_20190114_S	0.0	0.0	3.0787071482448805	5.03858436941271	0.0	0.0	1.67952812313757	1.026235716081627	0.0	2422.942525668721	0.0	10.0771687388254	0.0	0.0	0.0	0.0	0.0	12.5964609235318	0.0	0.0	0.0	0.0	5.03858436941271	0.0	0.0	0.0	5.03858436941271	159.555171698069	0.0	0.0	4.19882030784392	2982.84194669232	0.0	0.0	0.0	0.0	0.0	212.040425546118	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
752797_20170918_S	0.0	0.0	0.0	27.3478296759405	0.0	0.0	32.3201623442933	14.355852881219672	3.31488844556854	7710.197293590443	14.9169980050584	42.2648276809989	4.97233266835281	0.0	4.97233266835281	0.0	0.0	14.9169980050584	0.0	0.0	0.0	0.0	9.94466533670562	0.0	0.0	0.0	14.9169980050584	864.357162181997	0.0	0.0	32.3201623442933	3714.33250325955	0.0	0.0	0.0	0.0	9.94466533670562	224.169331131573	0.03897	2.48616633417641	52.2094930177045	0.0	9.94466533670562	0.0	0.0	0.0	0.0
752797_20170927_S	0.0	0.0	21.951294467834767	47.0446811339517	0.0	0.0	78.4078018899195	8.780517787133908	23.5223405669758	2945.8637175834256	0.0	152.895213685343	0.0	5.88058514174396	0.0	5.88058514174396	23.5223405669758	23.5223405669758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.5223405669758	654.705145780828	0.0	11.7611702834879	78.4078018899195	3234.32182795918	0.0	0.0	0.0	0.0	0.0	245.024380905998	0.0	23.5223405669758	23.5223405669758	0.0	0.0	0.0	0.0	0.0	0.0
752797_20180306_S	0.0	0.0	1.082970718637709	0.0	0.0	0.0	1.67824116633638	1.082970718637709	0.279706861056064	3513.518001500275	0.0	16.7824116633638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.839120583168192	148.804050081826	0.0	0.0	4.61516320742506	2660.43180893475	0.0	0.0	0.0	0.0	0.839120583168192	254.952803852602	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
753522_20180606_S	0.0	0.0	0.0	0.0	0.0	0.0	4.22464409852649	8.212846801329238	1.32537854071419	2726.6651380413077	9.94033905535644	470.178037318359	0.994033905535644	10.6858644845082	0.0	10.6858644845082	2.98210171660693	5.46718648044604	0.0	0.497016952767822	1.49105085830347	0.0	3.97613562214257	0.0	8.44928819705297	0.4439376649367155	32.8031188826762	100.066079823921	0.0	0.0	3.47911866937475	2905.06408892792	0.0	0.0	0.0	0.0	0.994033905535644	314.611731102031	0.01306	0.0	42.7434579380327	0.0	0.0	0.0	0.0	0.0	0.0
756934_20181205_S	0.0	0.0	0.0	0.0	0.0	0.0	4.46005823519274	0.5184793829265777	0.0	469.7423209314793	0.0	679.415537827694	0.0	0.0	2.97337215679516	0.0	0.0	1.48668607839758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.4068025487831	229.940780125492	0.0	0.0	4.46005823519274	2893.09110856169	0.0	0.0	0.0	0.0	0.0	218.790634537511	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
756934_20181218_S	0.0	0.0	0.4342185022240671	0.0	0.0	1.99554726412001	1.66295605343334	0.8684370044481343	0.0	2577.955247704286	0.0	82.8152114609806	0.0	0.997773632060007	0.0	0.997773632060007	0.0	1.99554726412001	0.0	0.0	0.0	0.1024	0.0	0.997773632060007	0.0	0.0	16.9621517450201	400.772408877436	0.0	0.0	1.66295605343334	3746.1411015693	0.0	0.04318	0.030825	0.0	0.0	239.798262905088	0.05365	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
763742_20170925_S	0.0	0.0	0.0	5.59291612429517	0.0	2.79645806214759	161.728491260869	9.204712812960237	0.0	2110.180412371134	36.3539548079186	50.3362451186565	5.59291612429517	0.0	0.0	0.0	0.0	11.1858322485903	0.0	0.0	0.0	0.0	11.1858322485903	0.0	1.86430537476506	0.0	11.1858322485903	314.135455647912	0.0	0.0	164.524949323016	3046.74105870979	0.0	0.0	0.0	0.0	0.0	258.672370748652	0.0	0.0	114.654780548051	0.0	5.59291612429517	0.0	0.0	0.0	0.0
763742_20180129_S	0.0	0.0	2.2163969042979965	0.0	0.0	0.0	48.9258812040476	194.84143695056025	1.83472054515178	1794.8785112260505	299.059448859741	90.3599868487254	0.0	0.0	3.21076095401562	0.0	50.4548149916741	0.458680136287946	0.0	0.458680136287946	0.458680136287946	0.0	0.0	0.0	2.75208081772768	0.0	0.0	133.32302628103	0.0	0.0	44.1097397730242	3415.1029547319	0.0	0.0	0.0	0.0	0.917360272575892	313.890106599718	0.0	0.0	89.9013067124374	0.0	0.0	0.0	0.0	0.0	0.0
768745_20171123_S	0.0	0.0	0.3851930260032256	0.0	0.0	0.0	29.9560294309657	9.244632624077417	0.0	1587.7656531852958	16.0328044841788	161.171876656745	0.0	0.0	0.0	0.0	1.68766362991356	22.7834590038331	0.0	0.0	0.0	0.0	1.68766362991356	0.0	0.56255454330452	0.3851930260032256	6.75065451965424	137.544585837955	0.0	0.0	33.7532725982712	3405.28328925809	0.0	0.0	0.0	0.0	0.0	346.533598675584	0.01626	0.42191590747839	10.9698135944381	0.0	0.0	0.0			
768745_20171206_S	0.864094382708724	0.0	1.5376897364976423	3.4563775308349	0.0	0.0	9.50503820979597	8.265082333674828	0.432047191354362	1900.9689367452104	2.59228314812617	80.3607775919114	0.864094382708724	0.0	0.864094382708724	0.864094382708724	0.0	15.1216516974027	0.432047191354362	0.864094382708724	0.864094382708724	0.0	5.18456629625235	0.0	0.0	0.0	2.59228314812617	148.336202364998	0.0	0.864094382708724	10.1531089968275	3550.77984214583	0.0	0.0	0.0	0.0	0.0	262.540676613001	0.00746	0.864094382708724	2.59228314812617	0.0	0.0	0.0			
768745_20190228_BAL	0.0	0.0	0.0	0.0	0.0	0.0	840.43486501158	0.0	0.0	16891.891891891893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	840.43486501158	1080.55911215775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	360.186370719249	0.0	0.0	0.0	0.0			
768745_20190228_S	0.0	0.0	2.2368123138009084	1.01068644378224	0.0	1.01068644378224	88.0981683496849	172.23454816266994	1.01068644378224	3149.4317378316787	258.735729608252	243.575432951519	1.01068644378224	0.0	22.2351017632092	0.0	32.3419662010315	7.58014832836677	0.0	0.0	0.0	0.0	1.01068644378224	0.0	0.336895481260745	0.4970694030668685	1.01068644378224	157.835532970659	0.0	0.0	87.3401535168482	3849.45199275559	0.0	0.0	0.0	0.0	0.0	239.616911046705	0.0	1.26335805472779	119.766343588195	0.0	0.0	0.0			
770560_20181211_S	0.0	0.0	1.1907455257736868	0.0	0.0	0.0	29.9083100550231	60.72802181445803	0.0	1723.6041485574117	95.1628047205279	35.3461846104818	0.0	0.0	0.0	0.0	8.15681183318811	8.15681183318811	0.0	0.0	0.0	0.0	2.71893727772937	0.0	0.0	0.0	0.0	246.063823634508	0.0	0.0	30.5880443744554	3476.161309577	0.0	0.0	0.0	0.0	0.0	260.11166623611	0.0	3.39867159716171	154.979424830574	0.0	0.0	0.0	0.0	0.0	0.0
770560_20181218_S	0.0	0.0	0.9606897752586356	0.0	0.0	0.0	7.44715428166187	3.602586657219884	0.0	1891.5981674842535	5.80297736233393	16.8286343507684	0.0	0.0	0.0	0.0	0.0	6.96357283480071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.580297736233393	72.5372170291741	0.0	0.580297736233393	6.86685654542848	2591.0293922821	0.0	0.0	0.0	0.0	0.0	292.760207929747	0.0	0.0	2.32119094493357	0.0	0.0		0.0	0.0	0.0
770560_20190109_S	0.0	0.0	0.9969354205173298	0.0	0.0	0.0	6.44920538810652	2.990806261551989	0.0	8315.438342535046	3.86952323286391	129.629028300941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93476161643196	1.93476161643196	0.0	0.0	0.0	0.0	0.0	0.0	447.574853934593	0.0	0.0	12.2534902374024	2963.08741556554	0.0	0.0	0.0	0.0	0.0	185.414654908063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
770590_20170925_S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.110976332772262	0.0	2000.8255443676555	0.0	2.27865995133283	0.0	2.56349244524943	1.13932997566642	3.70282242091585	1.13932997566642	1.13932997566642	0.0	1.99382745741623	1.99382745741623	0.04952	0.0	0.0	0.0	0.0	2.27865995133283	990.45752551267	0.0	1.13932997566642	1.13932997566642	3765.4855695775	0.284832493916604	0.0	0.0113845	0.0	0.0	147.828064342717	0.01078	0.0	0.0	0.0	1.13932997566642	0.0	0.0	0.0	0.0
770590_20180115_S	0.0	0.0	1.3929050985898228	0.851184800654059	0.0	0.0	12.5549758096474	52.13444797579052	0.0	4139.912939451609	68.5203764526517	48.0919412369543	0.0	2.12796200163515	0.851184800654059	2.12796200163515	16.1725112124271	3.83033160294326	0.0	0.0	0.0	0.0	0.0	0.0	0.283728266884686	0.0	0.851184800654059	379.060964557941	0.0	0.0	10.8526062083392	3583.48801075359	0.0	0.0	0.0	0.0	0.851184800654059	270.251174207664	0.004589	0.0	32.3450224248542	0.01134	0.0	0.0	0.0	0.0	0.0
773911_20171213_S	2.02125555226268	0.0	2.539002248286491	2.02125555226268	0.0	0.0	11.2853435001333	0.8463340827621637	0.0	2959.630287419286	2.02125555226268	106.115916493791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.01062777613134	0.0	2.02125555226268	302.514580988647	0.0	0.0	12.2959712762646	3224.40791974703	0.0	0.0	0.0	0.0	1.01062777613134	232.444388510208	0.0	0.0	1.01062777613134	0.0	0.0	0.0	1.0		
773911_20180130_S	0.0	0.0	1.2152543588135714	0.0	0.0	0.0	3.93013072548198	1.8228815382203567	1.96506536274099	2100.5671592092585	8.84279413233445	857.751030836442	2.94759804411148	0.0	0.0	0.0	2.94759804411148	2.94759804411148	0.0	2.94759804411148	2.94759804411148	0.0	0.0	0.0	5.40392974753772	0.0	5.89519608822297	144.432304161463	0.0	0.0	3.93013072548198	2831.16792136908	0.0	0.0	0.02374	0.0	0.0	229.912647440696	0.0	0.0	328.65718191843	0.0	2.94759804411148	0.0	1.0		
777599_20180306_S	0.0	0.0	0.0	0.0	0.0	0.0	20.1931756105287	35.776255299357814	0.0	1824.5890202672483	0.0	161.54540488423	0.0	20.1931756105287	0.0	20.1931756105287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	309.628692694773	0.0	0.0	20.1931756105287	3614.57843428464	0.0	0.0	0.0	0.0	80.7727024421148	588.967621973754	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
778851_20170918_S	0.0	0.0	1.2565880555650673	2.97287048641955	0.0	1.48643524320977	45.8317533323014	21.047849930714875	0.247739207201629	1504.4500495252769	29.7287048641955	292.827742912326	0.0	2.97287048641955	1.48643524320977	2.97287048641955	8.17539383765376	6.68895859444399	0.0	0.0	0.0	0.0	0.0	0.0	1.7341744504114	0.0	6.68895859444399	182.336056500399	0.0	0.0	41.3724476026721	3674.83953002537	0.0	0.0	0.0	0.0	1.48643524320977	223.460764895869	0.0	8.91861145925865	136.008824753694	0.0	0.0	0.0	0.0	0.0	0.0
778851_20171204_S	0.0	0.0	5.610508186543492	0.0	0.0	2.68704638013745	153.665464864111	116.63951229919364	0.0	1511.5890214166384	204.887286485481	1942.39865204186	0.0	18.8093246609622	1.34352319006873	18.8093246609622	32.5804373591666	8.06113914041235	0.0	0.0	0.0	0.0	1.34352319006873	0.0	0.447841063356242	0.0	0.671761595034363	177.680941886589	0.0	0.0	138.718769374596	4041.98951732176	0.0	0.0	0.0	0.0	0.671761595034363	289.641207725649	0.007503	17.2978610721348	124.947656676392	0.0	0.0	0.0	0.0	0.0	0.0
