	Type III secretion system orphans	Trans-envelope signaling system VreARI in Pseudomonas	Acyclic terpene utilization	mag_3096	Adenylylsulfate reductase	Quorum sensing regulation in Pseudomonas	Rhamnolipids in Pseudomonas	Salmochelin-mediated Iron Acquisition	Sulfur transfer pathway CsdAEL	Stress proteins YciF, YciE	Outer membrane porins in Pseudomonas and Acinetobacter	tRNA modification, 5-oxyacetyl uridine (cmo5U34)	mag_2909	Phenazine biosynthesis	Type III secretion system	MexXY System of Pseudomonas aeruginosa	Siderophore Pyoverdine	Mycobacterial FadD proteins (fatty acid CoA- and AMP- ligases)	Two partner secretion pathway (TPS)	ABC-type iron transport system	Type 4 conjugative transfer system, IncI1 type	Mycobacterial gene cluster associated with resistance against FAS-II antibiotics	mag_457	Type VI secretion system	Type III secretion systems	Potential DNA repair cluster	Taurine and alkanesulfonate utilization as sulfur sources	L-2-amino-4-methoxy-trans-3-butenoic acid synthesis	mag_129	Lipotidae	Biogenesis of cbb3-type cytochrome c oxidases	Cytochrome c oxidase EC 1.9.3.1	Coenzyme PQQ synthesis	Capitellidae	IbrA and IbrB: co-activators of prophage gene expression	Pseudomonadaceae	Marinobacteraceae	Edwardsiidae	Acytosteliaceae	Sulfate assimilation related cluster	Aestuariirhabdaceae	Heme and heme d1 biosynthesis from siroheme	Cholera toxin	mag_167	Geothermobacteraceae	CMP-pseudaminic acid synthesis	Malonate decarboxylase	EnvZ and OmpR regulon	Onchocercidae	Extracellular matrix proteins (PEL) involved in glucose-rich biofilm formation in Pseudomonas	Beta-lactamases Ambler class D	Colwelliaceae	Extracellular matrix proteins (PSL) involved in mannose-rich biofilm formation in Pseudomonas	mag_118	mag_12	Pseudomonas Culture	N12M_Pseudomonas aeruginosa	N12M_mucoid	N12M_non_mucoid
748699_20180410_S	0.0	53.3594676148053	91.473373053952	2.607	5.33594676148053	3.04911243513173	10.6718935229611	3.04911243513173	3.04911243513173	6.09822487026347	64.0313611377664	3.04911243513173	0.3077	9.1473373053952	18.2946746107904	6.09822487026347	11.6882643346716	4.5736686526976	416.203847395481	6.09822487026347	4.5736686526976	7.62278108782933	1.771	126.538166057967	30.4911243513173	253.076332115934	36.5893492215808	4.5736686526976	0.1326	1.315188986081355	32.7779586776661	35.8270711127979	15.2455621756587	9.863917395610162	15.2455621756587	4044.863726693208	17.097456819057612	3.287972465203388	0.0	20.5815089371392	0.0	0.0	0.0	0.5239	1.315188986081355	0.0	130.603649304809	335.402367864491	7.233539423447453	13.7210059580928	3.04911243513173	0.0	6.09822487026347	0.8926	1.271	0.0	1.0	1.0	0.0
748699_20190101_S	0.0	5.4195547678333	5.4195547678333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.2586643034999	0.0	0.0	0.0	2.70977738391665	0.0	0.0	0.0	70.4542119818329	0.0	0.0	0.0	0.0	65.0346572139996	2.70977738391665	222.201745481165	16.2586643034999	0.0	0.0	0.0	17.6135529954582	14.9037756115416	0.0	0.0	5.4195547678333	2608.76415011283	4.633684103219947	0.0	0.0	0.0	0.0	1.80651825594443	0.0	0.0	0.0	5.4195547678333	207.74959943361	16.2586643034999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0
748699_20190109_S	0.0	0.0	1.0664981423545	0.0	0.0	0.0	0.0	0.0	2.13299628470899	0.0	14.9309739929629	0.0	0.0	0.0	1.0664981423545	1.0664981423545	0.0	0.0	6.39898885412697	1.0664981423545	0.0	0.0	0.0	45.326171050066	1.0664981423545	79.9873606765871	2.13299628470899	0.0	0.0	0.0	2.13299628470899	2.13299628470899	0.0	0.0	0.0	3922.4973726668554	0.9867917918658752	0.9867917918658752	1.4801876877988127	0.0	0.0	0.710998761569663	0.0	0.0	0.0	0.0	221.831613609735	15.9974721353174	0.0	1.0664981423545	0.0	2.466979479664688	0.0	0.0	0.0	1.0	1.0	1.0	0.0
748699_20190114_S	2.93917421549075	5.03858436941271	12.5964609235318	0.0	0.0	1.67952812313757	0.0	0.0	0.0	0.0	5.03858436941271	2.51929218470635	0.0	0.0	0.0	0.0	0.0	0.0	10.0771687388254	0.0	0.0	0.0	0.0	10.0771687388254	0.0	159.555171698069	0.0	0.0	0.0	0.0	1.67952812313757	4.19882030784392	0.0	0.0	0.0	2422.942525668721	1.026235716081627	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.03858436941271	212.040425546118	20.1543374776508	1.026235716081627	0.0	0.0	3.0787071482448805	0.0	0.0	0.0	1.0	1.0	1.0	0.0
752797_20170918_S	9.11594322531348	27.3478296759405	14.9169980050584	0.0	0.0	1.65744422278427	0.0	0.0	14.9169980050584	0.0	14.9169980050584	4.97233266835281	0.0	0.0	0.0	0.0	3.31488844556854	2.48616633417641	42.2648276809989	0.0	4.97233266835281	9.94466533670562	0.0	75.8280731923804	0.0	864.357162181997	24.8616633417641	0.0	0.0	0.0	32.3201623442933	32.3201623442933	0.0	0.0	9.94466533670562	7710.197293590443	14.355852881219672	11.042963754784363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.94466533670562	224.169331131573	34.8063286784697	13.251556505741236	9.94466533670562	4.97233266835281	0.0	0.0	0.0	0.03897	0.0	0.0	0.0	0.0
752797_20170927_S	23.5223405669758	47.0446811339517	23.5223405669758	0.0	5.88058514174396	0.0	0.0	0.0	0.0	0.0	23.5223405669758	0.0	0.0	0.0	0.0	0.0	23.5223405669758	23.5223405669758	152.895213685343	23.5223405669758	0.0	0.0	0.0	264.626331378478	0.0	654.705145780828	0.0	0.0	0.0	0.0	78.4078018899195	78.4078018899195	23.5223405669758	0.0	47.0446811339517	2945.8637175834256	8.780517787133908	0.0	0.0	5.88058514174396	0.0	0.0	0.0	0.0	0.0	0.0	245.024380905998	199.939894819295	13.17077668070086	0.0	0.0	21.951294467834767	11.7611702834879	0.0	0.0	0.0	0.0	0.0	0.0
752797_20180306_S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.839120583168192	0.0	0.0	0.0	0.0	0.839120583168192	0.279706861056064	0.0	16.7824116633638	0.0	0.0	0.0	0.0	7.97164554009782	0.0	148.804050081826	1.67824116633638	0.0	0.0	0.0	1.67824116633638	4.61516320742506	0.0	0.0	0.0	3513.518001500275	1.082970718637709	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	254.952803852602	8.39120583168192	0.7219804790918064	0.839120583168192	0.0	1.082970718637709	0.0	0.0	0.0	0.0	0.0	0.0	0.0
753522_20180606_S	0.0	0.0	5.46718648044604	0.0	10.6858644845082	0.0	0.0	0.0	9.94033905535644	0.0	32.8031188826762	1.98806781107129	0.0	0.0	0.497016952767822	0.0	1.32537854071419	0.0	470.178037318359	2.98210171660693	0.0	0.0	0.0	15.4075255358025	1.49105085830347	100.066079823921	0.994033905535644	0.0	0.0	0.0	4.22464409852649	3.47911866937475	0.0	0.0	43.2404748908005	2726.6651380413077	8.212846801329238	1.5537818272785044	1.3318129948101467	10.6858644845082	0.0	8.44928819705297	0.0	0.0	0.4439376649367155	3.97613562214257	314.611731102031	83.0018311122262	0.2219688324683577	0.994033905535644	0.994033905535644	0.0	0.0	0.0	0.01306	0.0	0.0	0.0	0.0
756934_20181205_S	0.0	0.0	1.48668607839758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.4068025487831	0.0	0.0	0.0	0.0	0.74334303919879	0.0	0.0	679.415537827694	0.0	2.97337215679516	0.0	0.0	110.014769801421	0.0	229.940780125492	1.48668607839758	0.0	0.0	0.0	4.46005823519274	4.46005823519274	0.0	0.0	5.94674431359032	469.7423209314793	0.5184793829265777	1.0369587658531554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	218.790634537511	5.94674431359032	1.0369587658531554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
756934_20181218_S	0.0	0.0	1.99554726412001	0.0	0.997773632060007	0.0	0.0	1.99554726412001	0.0	0.0	16.9621517450201	0.0	0.0	0.997773632060007	0.0	0.0	0.0	0.0	82.8152114609806	0.0	0.0	0.0	0.04318	288.855466481372	0.0	400.772408877436	7.98218905648006	0.0	0.030825	0.0	1.66295605343334	1.66295605343334	0.0	0.0	0.0	2577.955247704286	0.8684370044481343	3.4737480177925373	0.0	0.997773632060007	0.0	0.0	0.0	0.0	0.0	0.0	239.798262905088	10.9755099526601	1.3026555066722014	0.0	0.0	0.4342185022240671	0.0	0.1024	0.05365	0.0	1.0	0.0	0.0
763742_20170925_S	10.2536795612078	5.59291612429517	11.1858322485903	0.0	0.0	1.86430537476506	0.0	2.79645806214759	36.3539548079186	0.0	11.1858322485903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.3362451186565	0.0	0.0	5.59291612429517	0.0	113.256551516977	0.0	314.135455647912	22.3716644971807	0.0	0.0	2.3011782032400587	161.728491260869	164.524949323016	6.99114515536896	0.0	33.557496745771	2110.180412371134	9.204712812960237	4.6023564064801175	0.0	0.0	0.0	1.86430537476506	0.0	0.0	0.0	11.1858322485903	258.672370748652	95.0795741130179	3.4517673048600885	0.0	5.59291612429517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
763742_20180129_S	0.0	0.0	0.458680136287946	0.0	0.0	0.0	0.0	0.0	299.059448859741	0.0	0.0	43.1159328110669	0.0	0.0	0.458680136287946	0.0	1.83472054515178	0.0	90.3599868487254	50.4548149916741	3.21076095401562	0.0	0.0	406.161260682976	0.458680136287946	133.32302628103	3.21076095401562	0.0	0.0	0.0	48.9258812040476	44.1097397730242	0.688020204431919	0.0	22.9340068143973	1794.8785112260505	194.84143695056025	0.2014906276634542	1.0074531383172711	0.0	0.0	2.75208081772768	0.0	0.0	0.0	0.0	313.890106599718	84.85582521327	1.4104343936441797	0.917360272575892	0.0	2.2163969042979965	0.0	0.0	0.0	0.0	0.0	0.0	0.0
768745_20171123_S	0.0	0.0	22.7834590038331	0.0	0.0	0.0	0.0	0.0	16.0328044841788	0.0	6.75065451965424	1.68766362991356	0.0	0.0	0.0	0.0	0.0	0.42191590747839	161.171876656745	1.68766362991356	0.0	0.0	0.0	56.9586475095826	0.0	137.544585837955	0.0	0.0	0.0	0.3851930260032256	29.9560294309657	33.7532725982712	1.68766362991356	1.925965130016128	6.75065451965424	1587.7656531852958	9.244632624077417	1.5407721040129023	0.3851930260032256	0.0	0.0	0.56255454330452	0.0	0.0	0.3851930260032256	1.68766362991356	346.533598675584	221.083935518676	1.925965130016128	0.0	0.0	0.3851930260032256	0.0	0.0	0.01626	0.0			
768745_20171206_S	1.29614157406309	3.4563775308349	15.1216516974027	0.0	0.0	0.0	0.864094382708724	0.0	2.59228314812617	0.432047191354362	2.59228314812617	0.864094382708724	0.0	0.0	0.864094382708724	0.432047191354362	0.432047191354362	0.864094382708724	80.3607775919114	0.0	0.864094382708724	0.0	0.0	24.8427135028758	0.864094382708724	148.336202364998	0.864094382708724	0.0	0.0	0.0	9.50503820979597	10.1531089968275	0.0	1.7299009535598475	4.32047191354362	1900.9689367452104	8.265082333674828	0.1922112170622053	0.7688448682488213	0.864094382708724	0.0	0.0	0.0	0.0	0.0	5.18456629625235	262.540676613001	219.91202039937	0.9610560853110264	0.0	0.864094382708724	1.5376897364976423	0.864094382708724	0.0	0.00746	0.0			
768745_20190228_BAL	840.43486501158	0.0	0.0	0.0	0.0	480.248494292331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	360.186370719249	0.0	0.0	0.0	0.0	0.0	1800.93185359624	0.0	0.0	360.186370719249	0.0	0.0	0.0	840.43486501158	840.43486501158	0.0	0.0	0.0	16891.891891891893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0			
768745_20190228_S	0.0	1.01068644378224	7.58014832836677	0.0	0.0	0.0	0.0	1.01068644378224	258.735729608252	0.0	1.01068644378224	46.4915764139828	0.0	0.0	0.0	0.0	1.01068644378224	1.26335805472779	243.575432951519	32.3419662010315	22.2351017632092	0.0	0.0	541.222590645387	0.0	157.835532970659	0.505343221891118	0.0	0.0	0.0	88.0981683496849	87.3401535168482	1.26335805472779	1.4912082092006056	2.02137288756447	3149.4317378316787	172.23454816266994	2.4853470153343427	0.0	0.0	0.0	0.336895481260745	0.0	0.0	0.4970694030668685	1.01068644378224	239.616911046705	165.247233558396	2.733881716867777	0.0	1.01068644378224	2.2368123138009084	0.0	0.0	0.0	0.0			
770560_20181211_S	1.35946863886468	0.0	8.15681183318811	0.0	0.0	0.0	0.0	0.0	95.1628047205279	0.0	0.0	16.3136236663762	0.0	0.0	0.0	1.35946863886468	0.0	3.39867159716171	35.3461846104818	8.15681183318811	0.0	0.0	0.0	97.8817419982573	0.0	246.063823634508	0.0	0.0	0.0	1.1907455257736868	29.9083100550231	30.5880443744554	0.0	0.5953727628868434	0.0	1723.6041485574117	60.72802181445803	1.1907455257736868	1.1907455257736868	0.0	0.0	0.0	0.0	0.0	0.0	2.71893727772937	260.11166623611	38.0651218882112	4.167609340207904	0.0	0.0	1.1907455257736868	0.0	0.0	0.0	0.0	0.0	0.0	0.0
770560_20181218_S	0.0	0.0	6.96357283480071	0.0	0.0	0.0	0.0	0.0	5.80297736233393	0.0	0.580297736233393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.8286343507684	0.0	0.0	0.0	0.0	6.09312623045062	0.0	72.5372170291741	7.5438705710341	0.0	0.0	0.0	7.44715428166187	6.86685654542848	0.870446604350089	1.2008622190732947	0.0	1891.5981674842535	3.602586657219884	0.4803448876293178	0.7205173314439768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	292.760207929747	15.6680388783016	0.0	0.0	0.0	0.9606897752586356	0.580297736233393	0.0	0.0		0.0	0.0	0.0
770560_20190109_S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.86952323286391	0.0	0.0	0.0	0.0	0.0	1.93476161643196	0.0	0.0	0.0	129.629028300941	0.0	0.0	0.0	0.0	8.70642727394381	1.93476161643196	447.574853934593	9.67380808215979	0.0	0.0	0.0	6.44920538810652	12.2534902374024	0.0	0.0	0.0	8315.438342535046	2.990806261551989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.414654908063	73.5209414244144	8.972418784655968	0.0	0.0	0.9969354205173298	0.0	0.0	0.0	0.0	0.0	0.0	0.0
770590_20170925_S	0.0	0.0	1.13932997566642	0.0	2.56349244524943	0.0	0.0	0.0	0.0	0.0	2.27865995133283	0.0	0.0	0.0	1.99382745741623	0.0	0.0	0.0	2.27865995133283	1.13932997566642	1.13932997566642	1.13932997566642	0.0	969.000144304286	1.99382745741623	990.45752551267	23.3562645011615	0.284832493916604	0.0113845	0.4867596507402154	0.0	1.13932997566642	0.0	0.0	0.0	2000.8255443676555	5.110976332772262	0.0	0.0	3.70282242091585	0.0	0.0	0.0	0.0	0.0	0.0	147.828064342717	1.13932997566642	33.09965625033465	0.0	0.0	0.0	1.13932997566642	0.04952	0.01078	0.0	0.0	0.0	0.0
770590_20180115_S	0.0	0.851184800654059	3.83033160294326	0.0	2.12796200163515	0.0	0.0	0.0	68.5203764526517	0.0	0.851184800654059	8.93744040686762	0.0	0.0	0.0	0.0	0.0	0.0	48.0919412369543	16.1725112124271	0.851184800654059	0.0	0.0	68.5203764526517	0.0	379.060964557941	0.425592400327029	0.0	0.0	0.0	12.5549758096474	10.8526062083392	0.0	0.198986442655689	0.425592400327029	4139.912939451609	52.13444797579052	0.0	0.198986442655689	2.12796200163515	0.0	0.283728266884686	0.0	0.01134	0.0	0.0	270.251174207664	13.1933644101379	1.591891541245512	0.851184800654059	0.0	1.3929050985898228	0.0	0.0	0.004589	0.0	0.0	0.0	0.0
773911_20171213_S	0.0	2.02125555226268	0.0	0.0	0.0	0.0	2.02125555226268	0.0	2.02125555226268	0.0	2.02125555226268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	106.115916493791	0.0	0.0	0.0	0.0	56.5951554633549	0.0	302.514580988647	5.05313888065669	0.0	0.0	0.0	11.2853435001333	12.2959712762646	0.0	0.0	0.0	2959.630287419286	0.8463340827621637	0.0	0.0	0.0	0.0	1.01062777613134	0.0	0.0	0.0	0.0	232.444388510208	7.07439443291937	0.0	1.01062777613134	0.0	2.539002248286491	0.0	0.0	0.0	0.0	1.0		
773911_20180130_S	1.47379902205574	0.0	2.94759804411148	0.0	0.0	0.0	0.0	0.0	8.84279413233445	0.0	5.89519608822297	2.94759804411148	0.0	0.0	2.94759804411148	0.0	1.96506536274099	0.0	857.751030836442	2.94759804411148	0.0	2.94759804411148	0.0	23.5807843528919	2.94759804411148	144.432304161463	4.42139706616723	0.0	0.02374	0.0	3.93013072548198	3.93013072548198	0.0	0.0	0.0	2100.5671592092585	1.8228815382203567	0.0	0.0	0.0	0.0	5.40392974753772	0.0	0.0	0.0	0.0	229.912647440696	13.2641911985017	3.0381358970339285	0.0	2.94759804411148	1.2152543588135714	0.0	0.0	0.0	0.0	1.0		
777599_20180306_S	0.0	0.0	0.0	0.0	20.1931756105287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	161.54540488423	0.0	0.0	0.0	0.0	111.062465857908	0.0	309.628692694773	20.1931756105287	0.0	0.0	0.0	20.1931756105287	20.1931756105287	0.0	0.0	0.0	1824.5890202672483	35.776255299357814	17.888127649678907	0.0	20.1931756105287	0.0	0.0	0.0	0.0	0.0	0.0	588.967621973754	0.0	0.0	80.7727024421148	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
778851_20170918_S	0.0	2.97287048641955	6.68895859444399	0.0	2.97287048641955	0.0	0.0	1.48643524320977	29.7287048641955	0.0	6.68895859444399	2.22965286481466	0.0	0.0	0.0	0.0	0.247739207201629	8.91861145925865	292.827742912326	8.17539383765376	1.48643524320977	0.0	0.0	177.629011563568	0.0	182.336056500399	2.97287048641955	0.0	0.0	0.0	45.8317533323014	41.3724476026721	0.371608810802444	0.0	1.48643524320977	1504.4500495252769	21.047849930714875	0.6282940277825336	1.2565880555650673	2.97287048641955	0.0	1.7341744504114	0.0	0.0	0.0	0.0	223.460764895869	118.171601835177	0.6282940277825336	1.48643524320977	0.0	1.2565880555650673	0.0	0.0	0.0	0.0	0.0	0.0	0.0
778851_20171204_S	0.0	0.0	8.06113914041235	0.0	18.8093246609622	0.0	0.0	2.68704638013745	204.887286485481	0.0	0.671761595034363	30.5651525740635	0.0	0.0	0.0	0.167940398758591	0.0	17.2978610721348	1942.39865204186	32.5804373591666	1.34352319006873	0.0	0.0	603.745733537134	0.0	177.680941886589	4.36645036772336	0.0	0.0	0.0	153.665464864111	138.718769374596	3.02292717765463	0.7382247613873015	3.35880797517181	1511.5890214166384	116.63951229919364	1.3288045704971427	0.1476449522774603	18.8093246609622	0.0	0.447841063356242	0.0	0.0	0.0	1.34352319006873	289.641207725649	44.6721460697851	2.362319236439365	0.671761595034363	0.0	5.610508186543492	0.0	0.0	0.007503	0.0	0.0	0.0	0.0
778851_20180212_S	0.0	0.0	3.2713964070647	0.0	4.08924550883088	0.0	0.0	1.63569820353235	152.119932928509	0.0	0.0	36.8032095794779	0.0	0.0	0.0	0.0	0.0	1.63569820353235	265.800958074007	15.5391329335573	2.45354730529853	0.0	0.0	266.20988262489	0.817849101766175	219.183559273335	6.5427928141294	0.0	0.0	0.0	67.3362427120818	67.3362427120818	0.817849101766175	0.0	1.63569820353235	2641.9696061925624	88.1400333147012	0.0	0.0	4.08924550883088	0.0	0.0	0.0	0.0	0.0	0.0	218.774634722452	170.112613167364	1.115696624236724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
785991_20171129_S	0.0	18.4289722824724	0.96994590960381	0.0	0.0	0.0	0.0	0.0	0.0	0.96994590960381	13.5792427344533	0.0	0.0	0.0	0.0	0.0	0.0	0.0	159.071129175025	0.0	0.0	0.0	0.0	9.21448614123619	0.0	180.086623883107	18.4289722824724	0.0	0.0	0.0	3.2331530320127	3.7181259868146	0.0	0.0	0.0	1478.7640603550074	17.59481304911312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.93989181920762	327.033429188085	432.595875683299	0.7997642295051418	0.0	0.0	0.7997642295051418	0.0	0.0	0.0	0.0	0.0	0.0	0.0
785991_20171206_S	0.0	27.974012941235	0.0	0.0	0.0	0.0	0.0	0.0	1.59851502521343	1.59851502521343	6.39406010085371	0.0	0.0	0.0	0.0	0.0	0.0	0.0	230.186163630733	0.0	0.0	0.0	0.0	1.99814378151678	0.0	160.917179204818	20.7806953277745	0.0	0.0	0.0	3.99628756303357	4.79554507564028	0.0	0.0	0.0	1693.2254648043215	13.130744100052429	0.0	0.9607861536623726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	311.044381989446	278.940871899743	2.562096409766327	0.0	0.0	0.6405241024415818	0.0	0.0	0.0	0.0	0.0	0.0	0.0
785991_20171213_S	0.748461742381396	1.12269261357209	0.0	0.0	0.0	0.748461742381396	0.0	0.0	1.12269261357209	0.0	16.2790428967954	0.0	0.0	0.0	0.561346306786047	0.0	0.0	0.0	290.216040608386	0.0	1.12269261357209	0.0	0.0	19.3664475841186	0.561346306786047	222.854483794061	5.61346306786047	0.0	0.0	0.0	2.24538522714419	2.24538522714419	0.561346306786047	0.7277345961630921	0.0	1887.0158078508975	18.921099500240395	0.0	0.7277345961630921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	236.046122003533	406.414726113098	0.0	0.0	0.0	0.2425781987210307	0.0	0.0	0.0	0.0	0.0	0.0	0.0
785991_20180215_S	0.0	264.97790388584	2.98847260021625	0.0	0.0	0.0	0.0	0.996157533405415	11.953890400865	31.8770410689733	143.44668481038	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.7002876056224	0.0	0.996157533405415	0.0	0.0	7.96926026724332	0.0	141.122317232434	3.98463013362166	0.0	0.0	0.0	11.2897853785947	27.2283059130813	0.0	0.0	0.0	4060.611016526352	5.053368161759233	0.0	2.2969855280723785	0.0	0.0	0.0	0.0	0.0	0.0	3.98463013362166	324.581329634598	123.523534142272	18.37588422457903	0.0	0.0	1.837588422457903	0.0	0.0	0.05351	0.0	0.0	0.0	0.0
785991_20180321_S	0.679610427076688	0.679610427076688	4.75727298953682	0.02502	0.0	0.0	2.03883128123006	0.0	0.339805213538344	0.0	13.2524033279954	0.0	0.0	0.0	1.01941564061503	0.339805213538344	0.0	0.0	173.640464118094	2.37863649476841	0.0	0.0	0.0	3.56795474215261	1.01941564061503	274.336075729956	0.339805213538344	0.0	0.0	0.0	0.226536809025563	0.226536809025563	0.0	0.4684360014927494	0.0	1370.6437403677849	6.870394688560324	0.3122906676618329	0.4684360014927494	0.339805213538344	0.0	0.0	0.0	0.0	0.0	0.0	245.962340399505	81.5532512492026	0.6245813353236659	0.0	0.0	0.7807266691545823	0.679610427076688	0.01165	0.02148	0.0	0.0	0.0	0.0
788707_20171213_S	0.0	141.995822280057	70.9979111400283	0.0	0.0	0.0	0.0	0.0	0.0	35.4989555700142	35.4989555700142	70.9979111400283	0.0	0.0	0.0	0.0	0.0	0.0	70.9979111400283	0.0	0.0	0.0	0.0	70.9979111400283	0.0	402.321496460161	141.995822280057	0.0	0.0	0.0	47.3319407600189	47.3319407600189	0.0	0.0	0.0	4174.926413167537	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	609.398737285243	141.995822280057	105.12404637472216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
788707_20180129_S	0.0	0.0	10.3427543437357	0.0	0.0	0.0	0.0	0.0	34.4758478124524	0.0	1.72379239062262	10.3427543437357	0.0	0.0	1.72379239062262	0.430948097655655	0.0	0.0	13.790339124981	0.0	7.75706575780179	0.0	0.0	345.620374319835	1.72379239062262	520.872600699802	4.30948097655655	0.0	0.0	0.0	0.718246829426091	1.5801430247374	0.0	0.7339209838651141	0.0	2287.6317067075606	25.68723443527899	0.0	0.0	0.0	0.0	0.574597463540873	0.0	0.0	0.0	1.72379239062262	231.993725904628	27.5806782499619	0.0	1.72379239062262	0.0	1.8348024596627852	0.0	0.0	0.01148	0.0	1.0	0.0	1.0
788707_20180301_S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.37555665284791	0.0	0.0	17.5022266113917	0.0	0.0	0.0	0.0	0.0	0.0	78.7600197512625	0.0	0.0	0.0	0.0	59.0700148134469	0.0	198.358568262439	8.75111330569583	0.0	0.0653	0.0	8.75111330569583	13.1266699585437	0.0	0.0	0.0	1289.6425693565095	3.5973293426959825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	239.197097022353	78.7600197512625	3.5973293426959825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
788707_20180308_S	5.50424081441482	5.50424081441482	8.25636122162224	0.0	1.37606020360371	0.0	0.0	0.0	2.75212040720741	5.50424081441482	13.7606020360371	2.75212040720741	0.0	0.0	2.75212040720741	0.0	0.0	4.12818061081112	5.50424081441482	2.75212040720741	0.0	0.0	0.0	24.0810535630649	5.50424081441482	360.069086609636	12.3845418324334	0.0	0.0	0.0	19.2648428504519	19.2648428504519	0.0	0.614854138152806	0.0	1802.1374789258743	7.993103795986477	2.459416552611224	0.0	1.37606020360371	0.0	0.0	0.0	0.0	0.0	0.0	821.966628285947	86.6917928270335	1.229708276305612	11.0084816288296	2.75212040720741	1.229708276305612	5.50424081441482	0.0	0.0	0.0	1.0	0.0	1.0
788707_20180313_S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.5103538470269	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.6929149335134	0.0	0.0	0.0	0.0	6.54564027162161	0.0	713.474789606755	5.23651221729729	0.0	0.0	0.0	0.872752036216214	0.872752036216214	0.0	0.5528735047536064	2.61825610864864	2208.176777985904	3.870114533275245	0.0	0.0	0.0	0.0	0.872752036216214	0.0	0.0	0.0	0.0	370.919615391891	108.657628508919	0.0	1.30912805432432	0.0	0.5528735047536064	0.0	0.0	0.0	0.0	1.0	0.0	1.0
788707_20181116_S	2.07315391110924	6.21946173332773	6.21946173332773	0.07725	0.0	0.0	2.07315391110924	2.07315391110924	50.7922708221765	0.0	16.585231288874	13.4755004222101	0.1241	1.03657695555462	0.0	0.0	3.10973086666387	0.0	72.5603868888236	10.3657695555462	0.0	0.0	0.0	209.388545022034	0.0	195.221993296121	8.29261564443698	0.0	0.011705	0.0	10.0202439036947	9.50195542591737	1.03657695555462	0.0	12.4389234666555	3312.8040565997853	30.325252113118705	0.0	0.9189470337308698	0.0	0.0	1.38210260740616	2.07315391110924	0.0	0.0	3.10973086666387	296.633772114548	10.3657695555462	1.83789406746174	0.0	0.0	2.756841101192609	0.0	0.0	0.07777	1.0	1.0	0.0	1.0
788707_20181129_S	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.1823827101292	0.0	22.7735740651938	15.1823827101292	0.0	0.0	7.59119135506461	3.7955956775323	0.0	0.0	106.276678970904	0.0	0.0	0.0	0.0	26.5691697427261	7.59119135506461	161.945415574712	0.0	0.0	0.0	0.0	0.0	15.1823827101292	3.7955956775323	0.0	0.0	2588.3257583039253	0.0	0.0	0.0	0.0	0.0	10.1215884734195	0.0	0.0	0.0	0.0	576.93054298491	30.3647654202584	0.0	0.0	0.0	0.0	15.1823827101292	0.0	0.0	0.0	0.0	0.0	0.0
