	Type III secretion system orphans	Trans-envelope signaling system VreARI in Pseudomonas	Acyclic terpene utilization	mag_3096	Adenylylsulfate reductase	Quorum sensing regulation in Pseudomonas	Rhamnolipids in Pseudomonas	Salmochelin-mediated Iron Acquisition	Sulfur transfer pathway CsdAEL	Stress proteins YciF, YciE	Outer membrane porins in Pseudomonas and Acinetobacter	tRNA modification, 5-oxyacetyl uridine (cmo5U34)	mag_2909	Phenazine biosynthesis	Type III secretion system	MexXY System of Pseudomonas aeruginosa	Siderophore Pyoverdine	Mycobacterial FadD proteins (fatty acid CoA- and AMP- ligases)	Two partner secretion pathway (TPS)	ABC-type iron transport system	Type 4 conjugative transfer system, IncI1 type	Mycobacterial gene cluster associated with resistance against FAS-II antibiotics	mag_457	Type VI secretion system	Type III secretion systems	Potential DNA repair cluster	Taurine and alkanesulfonate utilization as sulfur sources	L-2-amino-4-methoxy-trans-3-butenoic acid synthesis	mag_129	Lipotidae	Biogenesis of cbb3-type cytochrome c oxidases	Cytochrome c oxidase EC 1.9.3.1	Coenzyme PQQ synthesis	Capitellidae	IbrA and IbrB: co-activators of prophage gene expression	Pseudomonadaceae	Marinobacteraceae	Edwardsiidae	Acytosteliaceae	Sulfate assimilation related cluster	Aestuariirhabdaceae	Heme and heme d1 biosynthesis from siroheme	Cholera toxin	mag_167	Geothermobacteraceae	CMP-pseudaminic acid synthesis	Malonate decarboxylase	EnvZ and OmpR regulon	Onchocercidae	Extracellular matrix proteins (PEL) involved in glucose-rich biofilm formation in Pseudomonas	Beta-lactamases Ambler class D	Colwelliaceae	Extracellular matrix proteins (PSL) involved in mannose-rich biofilm formation in Pseudomonas	mag_118	mag_12	Pseudomonas Culture	N12M_Pseudomonas aeruginosa	N12M_mucoid	N12M_non_mucoid
1565754_20171128_S	15.3554282216282	122.843425773026	40.9478085910086	8.882	12.2843425773026	6.82463476516809	14.331733006853	18.4265138659539	321.440297439417	28.663466013706	235.449899398299	51.1847607387607	0.3219	26.2748438458972	67.5638841751641	17.4028186511786	30.7108564432564	10.2369521477521	337.819420875821	36.8530277319077	16.3791234364034	0.0	6.174	573.26932027412	71.658665034265	288.68205056661	85.990398041118	4.09478085910086	0.030205	3.799771063793407	413.572866769186	370.577667748628	27.6397707989308	0.0	30.7108564432564	13977.457858164044	86.44479170129999	7.599542127586814	1.8998855318967036	40.9478085910086	0.9499427659483516	0.0	26.6160755841556	1.587	0.9499427659483516	24.5686851546051	209.51628729066	49.1373703092103	21.848683616812085	77.8008363229163	8.18956171820171	8.549484893535164	63.4691033160633	2.392	3.463	1.0	1.0	1.0	
1565754_20180403_S	88.8008532130969	888.008532130969	418.632593718885	40.12	50.7433446931982	65.543486895381	152.230034079595	44.4004266065484	133.201279819645	82.4579351264471	1271.75507637328	25.3716723465991	5.125	189.230389585052	313.974445289164	38.0575085198987	186.058930541727	79.2864760831222	1167.09692794356	69.7720989531475	6.34291808664978	50.7433446931982	30.51	1579.38660357579	358.374871895712	814.007821120055	234.687969206042	38.0575085198987	0.834	14.12676796501082	431.318429892185	431.318429892185	79.2864760831222	0.0	38.0575085198987	57987.557142776415	62.15777904604761	42.38030389503246	2.8253535930021645	272.74547772594	0.0	8.45722411553304	69.7720989531475	7.929	5.650707186004329	12.6858361732996	359.432024910154	196.630460686143	79.1099006040606	513.776365018632	114.172525559696	5.650707186004329	272.74547772594	5.834	18.18	1.0	1.0	1.0	
1586713_20180309_S	0.0	0.0	0.376297937597734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.2993216287139	0.0	0.0	0.0	0.0	3.19853246958074	0.0	25.0865291731823	0.0	0.0	0.00883	0.0	0.376297937597734	0.376297937597734	0.0	0.0	0.0	5851.892153242306	0.5328783262931225	0.3552522175287483	0.5328783262931225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	249.924546887829	0.752595875195469	0.5328783262931225	1.50519175039094	0.752595875195469	4.973531045402477	0.0	0.0	0.0	0.0	1.0		
1593967_20180424_S	50.1020120765072	345.479545960393	118.898804778577	19.61	13.4602420504049	20.9381543006299	47.1108471764173	22.4337367506749	170.496399305129	22.4337367506749	435.214492963093	40.3807261512148	2.068	65.8056278019797	117.777117941043	23.5554235882086	99.456232927992	19.0686762380736	513.732571590455	33.6506051260123	13.4602420504049	33.6506051260123	16.92	1014.0049011305	126.750612641313	278.178335708369	159.279530929792	8.97349470026995	0.4075	11.904761904761903	292.386368983796	292.386368983796	52.719281364086	0.0	15.7036157254724	25366.071428571428	94.24603174603176	13.88888888888889	1.984126984126984	71.7879576021596	0.0	6.73012102520246	13.4602420504049	3.531	0.0	6.73012102520246	315.567896959493	85.2481996525646	32.73809523809524	139.089167854184	22.4337367506749	6.944444444444445	62.8144629018897	4.244	7.45	1.0	1.0	0.0	0.0
1593973_20180427_S	7.16881812349989	67.408289817984	30.815218202507	0.1777	5.13586970041783	2.56793485020892	8.9877719757312	3.85190227531337	14.7656253887013	4.4938859878656	50.7167132916261	5.13586970041783	0.2066	17.868546666037	23.1114136518802	4.81487784414172	6.63383169637303	6.41983712552229	283.756800948085	4.4938859878656	1.28396742510446	5.13586970041783	0.1425	170.767667538893	26.3213322146414	279.690904101921	33.0621611964398	3.53091041903726	1.9705	1.126799287186771	27.926291496022	28.8892670648503	8.66678011945509	0.0	7.06182083807452	5760.47965592057	10.14119358468094	1.9718987525768488	2.535298396170235	12.8396742510446	0.0	1.06997285425371	0.0	1.079	0.5633996435933855	1.28396742510446	321.09885356154	105.285328858566	6.479095901323933	47.5067947288649	1.28396742510446	2.535298396170235	24.3953810769847	0.555	1.018	1.0	1.0	0.0	0.0
1593973_20180504_S	13.2017584549064	93.0562974016574	35.0973578435317	0.4313	7.56686155342197	3.32727245611462	17.3876818674377	3.21994108656254	9.65982325968762	5.31290279282819	87.421400500173	4.50791752118756	0.2678	20.3929602148961	32.5214049742817	12.2357761289377	14.2750721504273	3.86392930387505	238.91962862294	11.5917879116251	2.89794697790629	9.01583504237511	0.3747	148.278287036205	37.6733107127817	125.041045528179	44.9181781575474	3.70293224954692	2.3015	2.379612786432876	40.7322547450161	42.9862135056099	13.5237525635627	0.594903196608219	17.0656877587815	8833.122663238833	8.179918953363009	3.866870777953423	0.8923547949123283	27.2085021814535	0.2974515983041095	0.858650956416678	0.0	1.176	0.594903196608219	1.28797643462502	373.03017487827	99.1741854661262	11.00570913725205	47.6551280811256	4.82991162984381	3.123241782193149	40.571257690688	0.4707	1.29	1.0	1.0	0.0	0.0
1588281_20180508_S	4.21768778756954	42.1768778756954	25.3061267254173	0.1467	16.8707511502782	0.937263952793232	11.2471674335188	4.21768778756954	18.276647079468	2.8117918583797	59.0476290259736	2.8117918583797	0.0	7.96674359874247	15.4648552210883	2.8117918583797	7.96674359874247	3.51473982297462	320.544271855285	14.0589592918985	2.8117918583797	4.21768778756954	0.4206	875.873163885275	18.276647079468	398.80581191352	22.4943348670376	2.8117918583797	0.5005	2.5333066491699623	171.284987372963	169.879091443773	12.6530633627086	3.799959973754943	2.8117918583797	5402.276429354944	8.866573272094866	1.2666533245849811	0.6333266622924906	22.4943348670376	0.0	3.74905581117293	0.0	0.3022	1.2666533245849811	8.43537557513909	242.28273179705	104.036298760049	5.066613298339925	7.02947964594924	5.62358371675939	3.799959973754943	26.7120226546071	1.152	1.188	1.0	1.0		
1651490_20171010_S	0.0	0.0	51.34111550553	0.0	25.670557752765	0.0	0.0	0.0	0.0	0.0	282.376135280415	0.0	0.0	0.0	77.011673258295	0.0	0.0	0.0	718.77561707742	51.34111550553	0.0	0.0	1.35	295.211414156798	77.011673258295	239.59187235914	102.68223101106	0.0	0.0	0.0	154.02334651659	154.02334651659	0.0	0.0	0.0	10096.014667567308	0.0	0.0	0.0	77.011673258295	0.0	17.11370516851	0.0	0.0	0.0	0.0	149.744920224463	410.72892404424	48.24857666698833	0.0	0.0	0.0	51.34111550553	1.295	1.554	0.0	1.0	0.0	1.0
1651490_20180206_S	0.0	19.1460703701053	0.0	0.0	0.0	0.0	0.0	0.0	134.022492590737	0.0	12.7640469134035	6.38202345670177	0.0	12.7640469134035	25.5280938268071	0.0	0.0	0.0	255.280938268071	12.7640469134035	0.0	0.0	0.4603	510.561876536142	25.5280938268071	95.7303518505266	140.404516047439	0.0	0.0	0.0	13.8277174895205	13.8277174895205	0.0	0.0	0.0	6692.664418212478	28.10567734682406	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.9475757192516	25.5280938268071	24.592467678471053	12.7640469134035	0.0	0.0	31.9101172835089	0.8988	0.3435	0.0	1.0	0.0	1.0
1658447_20171006_S	3.12132440246871	18.7279464148123	16.3869531129608	0.9409	0.0	0.520220733744786	1.56066220123436	0.0	17.1672842135779	0.780331100617179	42.1378794333277	4.68198660370307	0.1936	5.98253843806504	6.24264880493743	0.780331100617179	3.38143476934111	2.34099330185154	171.672842135779	0.0	1.56066220123436	0.0	0.6239	147.092412466338	6.24264880493743	211.469728267255	7.02297990555461	3.12132440246871	0.018935	0.0	8.58364210678897	8.58364210678897	3.90165550308589	0.0	7.02297990555461	3530.3464886419283	8.566203187484206	0.7138502656236839	1.0707753984355255	9.36397320740615	0.0	0.0	1.56066220123436	0.09681	0.0	0.0	278.968368470641	109.246354086405	1.4277005312473678	15.6066220123436	1.56066220123436	2.855401062494736	5.46231770432025	0.1385	0.3653	1.0	1.0	1.0	0.0
1664053_20180406_S	26.5476310889331	135.511788543509	104.605591156393	0.7073	7.13219939702679	6.33973279735715	14.2643987940536	4.75479959801786	19.0191983920714	7.13219939702679	194.946783518732	19.0191983920714	0.2673	42.7931963821607	34.4722970856295	13.0756988945491	28.5287975881072	9.50959919603572	437.441563017643	26.1513977890982	0.0	4.75479959801786	5.18	402.969265932014	43.9818962816652	367.704502246715	83.2089929653126	2.37739979900893	0.038935	7.921301865961671	46.755529380509	56.2651285765447	17.830498492567	1.9803254664904175	28.5287975881072	9610.519488877995	4.950813666226044	9.901627332452088	1.9803254664904175	35.660996985134	0.0	4.75479959801786	23.7739979900893	1.171	2.9704881997356263	0.0	175.531351826826	66.56719437225	8.91146459920688	64.1897945732411	0.0	1.9803254664904175	23.7739979900893	1.586	3.287	1.0	1.0	1.0	
1690154_20180406_S	1.0352021705843	9.31681953525874	42.4432889939565	0.1394	0.0	0.0	6.21121302350582	0.0	4.14080868233722	0.0	39.3376824822036	0.0	0.2292	1.0352021705843	7.24641519409013	1.0352021705843	0.0	0.0	272.258170863672	1.0352021705843	0.0	2.07040434116861	0.0444	53.8305128703838	7.24641519409013	191.857468948291	10.352021705843	0.0	0.0	0.0	8.45415105977182	8.45415105977182	1.0352021705843	1.31110514801066	2.07040434116861	2652.3657144255653	3.059245345358207	0.4370350493368867	0.0	2.07040434116861	0.0	1.0352021705843	0.0	0.3169	1.7481401973475468	2.07040434116861	167.185150549365	12.4224260470116	2.1851752466844334	10.352021705843	0.0	2.6222102960213203	4.14080868233722	0.03179	0.2422	1.0	1.0		
1085876_20180227_S	0.600103144013833	0.0	6.60113458415216	0.0	2.70046414806225	0.0	0.0	7.201237728166	98.4169156182686	0.0	2.40041257605533	7.80134087217983	0.0	1.8003094320415	0.600103144013833	0.0	0.0	1.20020628802767	496.885403243454	7.201237728166	0.600103144013833	0.0	0.0	1542.86518325956	0.600103144013833	178.230633772108	0.0	0.300051572006917	0.0	0.0	317.25452880198	271.346638284921	5.10087672411758	1.1340234243878542	0.0	2278.253059595199	32.31966759505384	5.386611265842308	0.5670117121939271	2.70046414806225	0.0	0.800137525351777	0.0	0.0	0.0	1.20020628802767	251.543234532465	90.6155747460888	7.371152258521052	0.600103144013833	0.0	7.371152258521052	0.0	0.0	0.03138	1.0	1.0	1.0	
1834617_20180501_S	0.0	1.75550274771082	3.51100549542164	0.0	0.0	0.0	0.0	0.0	5.26650824313245	0.0	13.1662706078311	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.4083915071071	0.0	0.0	0.0	0.0	7.89976236469868	0.0	189.301712961483	49.1540769359029	0.0	0.0	0.423674059072874	1.46291895642568	2.34067033028109	0.877751373855409	0.0	1.75550274771082	2443.751972732337	6.355110886093112	0.8473481181457481	0.423674059072874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	384.747685539954	50.0318283097583	0.0	0.0	0.0	0.423674059072874	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1845116_20180403_S	0.0	60.653588305331	9.5473240850984	0.0	3.93125109386405	0.0	0.0	1.12321459824687	172.975048130018	0.0	2.24642919649374	13.4785751789625	0.0	0.561607299123436	0.0	0.0	2.62083406257603	0.0	341.457237867049	4.49285839298748	24.7107211614312	0.0	0.0	283.050078758212	0.0	222.022085586798	2.24642919649374	0.0	0.0047125	0.0	52.3230800350001	44.7413814968337	0.0	0.0	2.24642919649374	1346.3600078333675	24.73163650752952	1.7665454648235372	2.5236363783193387	3.93125109386405	0.0	2.62083406257603	0.0	0.0	1.5141818269916034	1.68482189737031	232.0374157545	62.9000175018248	1.2618181891596694	0.0	0.0	2.2712727404874054	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1862551_20180123_S	4.14834669519096	0.0	20.7417334759548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.29669339038192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.3735471230553	0.0	0.0	0.0	0.0	24.8900801711458	0.0	106.474231843235	8.29669339038192	0.0	0.0	0.0	8.29669339038192	8.29669339038192	0.0	0.0	0.0	859.8494286398256	0.0	0.0	0.0	0.0	0.0	2.76556446346064	0.0	0.0	0.0	0.0	230.924632698963	8.29669339038192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
623361_20180123_S	3.1466344699032	11.5376597229784	20.977563132688	0.3245	47.7239561268652	1.39850420884587	6.29326893980641	2.0977563132688	47.199517048548	3.1466344699032	33.5641010123008	6.29326893980641	0.01431	5.59401683538347	7.34214709644081	2.622195391586	6.29326893980641	0.0	1091.88216105641	13.6354160362472	0.0	6.29326893980641	0.0	246.486366809084	8.39102525307521	205.929744752554	10.488781566344	1.0488781566344	0.0	0.9437020392929218	45.9758258658079	42.3047523175875	1.0488781566344	0.0	4.1955126265376	3648.823934926082	20.76144486444428	3.3029571375252265	0.0	54.0172250666716	0.0	0.699252104422934	0.0	0.4532	0.0	2.0977563132688	191.070637533567	25.1730757592256	3.774808157171688	14.6842941928816	0.0	12.268126510807985	10.488781566344	0.3762	0.5876	1.0	1.0	1.0	
634207_20180510_S	1.26378128505888	0.0	5.95782605813471	0.0	0.0	0.722160734319358	0.0	0.0	1.62486165221856	0.0	5.41620550739519	1.62486165221856	0.0	0.0	0.812430826109278	0.0	0.361080367159679	0.0	365.052251198436	6.49944660887422	0.0	0.0	0.0	14.623754869967	0.812430826109278	312.695597960282	0.270810275369759	0.0	0.0	0.0	0.541620550739519	0.541620550739519	0.541620550739519	0.0	0.0	609.6715639540396	8.534940547218866	3.6907851015000506	1.1533703442187655	0.0	0.0	0.361080367159679	0.0	0.0183	0.0	1.08324110147904	174.040736970965	198.233121570664	0.0	0.0	0.0	4.152133239187556	0.541620550739519	0.0	0.0	0.0	0.0	0.0	0.0
634207_20180517_S	0.0	0.0	19.4715841531491	0.0	0.885072006961322	0.0	0.0	0.0	0.0	0.0	5.31043204176793	0.0	0.0	0.0	0.885072006961322	0.0	0.0	0.0	351.373586763645	0.885072006961322	0.0	0.0	0.0	47.7938883759114	0.885072006961322	295.319026322761	1.77014401392264	0.0	0.0	0.0	3.24526402552485	3.24526402552485	0.0	0.0	0.0	798.7521733331104	5.055393502108293	3.4998878091518955	4.277640655630094	0.885072006961322	0.0	0.0	0.0	0.0	0.0	1.77014401392264	165.803489304088	40.7133123202208	0.3888764232390995	0.0	1.77014401392264	2.722134962673697	1.77014401392264	0.0	0.0	0.0	0.0	0.0	0.0
